p1                        p2     rg      se       z       p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
hdl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.0858  0.0869 -0.9871  0.3236  0.0057     0.0031  0.9977     0.0066    0.0097       0.0048
hdl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz -0.2931  0.032 -9.1589  5.2419e-20  0.0811     0.0047  1.0306     0.0092    0.0067       0.0065
hdl_glgc_2013.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz  0.0127  0.0527  0.2406  0.8099  0.0156     0.0033  1.0163      0.008     0.003       0.0049
hdl_glgc_2013.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz -0.1385  0.0294 -4.7155  2.4112e-06  0.1326     0.0084  1.0159     0.0093    0.0079       0.0058
hdl_glgc_2013.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz -0.0815  0.0349 -2.3375  0.0194  0.0492      0.004  0.9979     0.0077   -0.0033       0.0058
hdl_glgc_2013.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz  0.1717  0.0203  8.4586  2.7052e-17  0.1105      0.004   0.939     0.0107    0.0061       0.0062
hdl_glgc_2013.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz  0.3172  0.3818  0.8307  0.4061  0.4063     0.0642  12.7719     0.3912    0.5237       0.4134
hdl_glgc_2013.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz -0.0279  0.029 -0.9646  0.3347  0.1717     0.0226  0.9527     0.0293   -0.0013       0.0061
hdl_glgc_2013.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz -0.022  0.0293 -0.7507  0.4528  0.1817     0.0239  0.9453     0.0309   -0.0049       0.0065
hdl_glgc_2013.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz  0.0158  0.0278  0.5688  0.5695  0.1758     0.0219   0.944     0.0293   -0.0078       0.0062
hdl_glgc_2013.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz  0.0168  0.0297  0.5665  0.571  0.1696     0.0207  0.9436     0.0276   -0.0073       0.0062
hdl_glgc_2013.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz -0.0933  0.0307 -3.0424  0.0023  0.1532     0.0182  0.9555     0.0222    0.0051       0.0074
hdl_glgc_2013.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz -0.0508  0.0313 -1.6237  0.1044  0.1502     0.0172   1.009     0.0286   -0.0008       0.0071
hdl_glgc_2013.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz -0.0872  0.0323 -2.7009  0.0069  0.1261     0.0129  1.0111     0.0276   -0.0029       0.0071
hdl_glgc_2013.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz  0.9992  0.0005  2110.9309  0.0  0.2358     0.0362  0.8119     0.0271    0.8121        0.027
hdl_glgc_2013.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz -0.0087  0.0211 -0.4143  0.6787   0.339     0.0175  1.2352     0.0329   -0.0122       0.0079
hdl_glgc_2013.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz -0.116  0.0322 -3.6006  0.0003  0.1255     0.0123  1.0073     0.0272   -0.0024       0.0071
hdl_glgc_2013.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz -0.1467  0.029 -5.0529  4.3511e-07  0.1538     0.0186  1.0329     0.0487   -0.0062       0.0083
hdl_glgc_2013.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz -0.1303  0.0292 -4.461  8.1581e-06  0.1536      0.018  1.0315     0.0486   -0.0058       0.0083
hdl_glgc_2013.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz  0.0299  0.0366  0.8158  0.4146  0.2425     0.0278  1.0241     0.0086    0.0095       0.0051
hdl_glgc_2013.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
hdl_glgc_2013.txt.sumstats.gz  input.sumstats.gz  0.0507  0.0409  1.2414  0.2145  0.0743     0.0178  1.0259     0.0112    0.0317       0.0054
hdl_glgc_2013.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz  0.0759  0.0221  3.4342  0.0006  0.3034     0.0128  1.0433     0.0125   -0.0098        0.006
hdl_glgc_2013.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz  0.0926  0.0265  3.4965  0.0005  0.1959     0.0109  1.0127     0.0087   -0.0099       0.0058
hdl_glgc_2013.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz -0.0363  0.0288 -1.262  0.207  0.1069     0.0142  1.0375     0.0457   -0.0125       0.0076
hdl_glgc_2013.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz -0.0733  0.0568 -1.2908  0.1968  0.1998     0.0489  0.8851     0.0579   -0.0906       0.0141
hdl_glgc_2013.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz -0.091  0.0293 -3.1088  0.0019   0.179     0.0146  0.9632     0.0224    0.0077       0.0065
hdl_glgc_2013.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz -0.0062  0.0321 -0.1936  0.8465  0.1422     0.0111  0.9605     0.0159    0.0014       0.0068
hdl_glgc_2013.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz  0.0311  0.0264  1.1757  0.2397  0.2122     0.0248  0.9866     0.0418    0.0003        0.006
hdl_glgc_2013.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz -0.1251  0.0352 -3.5501  0.0004  0.0854     0.0095  0.9832     0.0185    0.0038       0.0064
hdl_glgc_2013.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz  0.0674  0.0257  2.6198  0.0088  0.2269     0.0243  0.9862     0.0389 -8.4887e-05       0.0057
hdl_glgc_2013.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz -0.002  0.0546 -0.0366  0.9708  0.1532     0.0279  1.0124     0.0071    0.0009       0.0052
hdl_glgc_2013.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz -0.0337  0.0243 -1.3865  0.1656  0.1793     0.0211  1.0466     0.0349    0.0061       0.0059
hdl_glgc_2013.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz  0.0558  0.0289  1.9327  0.0533   0.163     0.0199   1.027     0.0337    0.0002       0.0068
hdl_glgc_2013.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz -0.0071  0.0304 -0.2348  0.8144  0.2543     0.0384  0.9989     0.0532    0.0074       0.0074
hdl_glgc_2013.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz -0.0928  0.03 -3.0907  0.002  0.1565     0.0176  0.9598     0.0221     0.006       0.0072
hdl_glgc_2013.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz -0.0078  0.0258 -0.3036  0.7614  0.0905     0.0082  0.9851     0.0132    0.0004       0.0056
hdl_glgc_2013.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz -0.0933  0.0303 -3.0784  0.0021  0.1523     0.0182  0.9535     0.0222    0.0056       0.0073
hdl_glgc_2013.txt.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz -0.0945  0.0306 -3.0921  0.002  0.1526      0.018  0.9559      0.022    0.0052       0.0074
hdl_glgc_2013.txt.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz -0.0118  0.0332 -0.3565  0.7214  0.1366     0.0116  0.9493     0.0174   -0.0015       0.0067
hdl_glgc_2013.txt.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz -0.0208  0.0294 -0.7092  0.4782  0.1587     0.0188  0.9422     0.0249    0.0051       0.0058
hdl_glgc_2013.txt.sumstats.gz  pct_cam_2016.txt.sumstats.gz  0.0192  0.027  0.7119  0.4765  0.1949     0.0175  1.0129     0.0325    0.0034       0.0072
hdl_glgc_2013.txt.sumstats.gz  pdw_cam_2016.txt.sumstats.gz -0.132  0.0329 -4.013  5.9942e-05  0.1614     0.0202  0.9846     0.0353     0.002       0.0069
hdl_glgc_2013.txt.sumstats.gz  plt_cam_2016.txt.sumstats.gz  0.021  0.0269  0.7801  0.4353  0.2203     0.0181  0.9933      0.032  4.0250e-06       0.0071
hdl_glgc_2013.txt.sumstats.gz  ra_okada_2014.txt.sumstats.gz  0.0091  0.0319  0.286  0.7749  0.1073     0.0182   0.948     0.0122   -0.0081       0.0048
hdl_glgc_2013.txt.sumstats.gz  rbc_cam_2016.txt.sumstats.gz -0.1039  0.0292 -3.5636  0.0004  0.1832     0.0178  0.9922     0.0274   -0.0034       0.0069
hdl_glgc_2013.txt.sumstats.gz  rdw_cam_2016.txt.sumstats.gz  0.0871  0.0413  2.1108  0.0348  0.1838     0.0232  0.9519     0.0304    0.0009       0.0098
hdl_glgc_2013.txt.sumstats.gz  ret_cam_2016.txt.sumstats.gz -0.1827  0.0295 -6.1958  5.7992e-10  0.1609     0.0199  1.0176     0.0464   -0.0003       0.0079
hdl_glgc_2013.txt.sumstats.gz  ret_p_cam_2016.txt.sumstats.gz -0.1633  0.0299 -5.4668  4.5818e-08  0.1602     0.0194  1.0125      0.046    0.0006       0.0079
hdl_glgc_2013.txt.sumstats.gz  sbp_ukb_v1_2016.txt.sumstats.gz -0.0933  0.0259 -3.6033  0.0003  0.1237      0.008  1.0176     0.0087     0.005       0.0054
hdl_glgc_2013.txt.sumstats.gz  scz_pgc_2014.txt.sumstats.gz  0.0365  0.0222  1.6403  0.1009  0.2384     0.0093  1.0479      0.012   -0.0031       0.0062
hdl_glgc_2013.txt.sumstats.gz  t2d_diagram_2017.txt.sumstats.gz -0.3588  0.036 -9.952  2.4709e-23  0.0772     0.0062  0.9998     0.0117   -0.0196       0.0057
hdl_glgc_2013.txt.sumstats.gz  tg_glgc_2013.txt.sumstats.gz -0.6064  0.0716 -8.4737  2.3773e-17  0.2688     0.0577  0.7572     0.0352   -0.2807         0.02
hdl_glgc_2013.txt.sumstats.gz  uc_iibdgc_2015.txt.sumstats.gz  0.0159  0.0402  0.3941  0.6935  0.2353     0.0312  1.0529     0.0107   -0.0011       0.0051
hdl_glgc_2013.txt.sumstats.gz  ukbEUR_IPAQG_cojo.txt.sumstats.gz  0.0774  0.0287  2.6985  0.007   0.037     0.0019  1.0145     0.0085    0.0032       0.0062
hdl_glgc_2013.txt.sumstats.gz  ukbEUR_SI_cojo.txt.sumstats.gz -0.0681  0.0194 -3.5134  0.0004  0.0991     0.0038  1.0328     0.0135    0.0022       0.0067
hdl_glgc_2013.txt.sumstats.gz  wbc_cam_2016.txt.sumstats.gz -0.1098  0.0289 -3.8041  0.0001  0.1716     0.0167   0.962     0.0223    0.0079        0.007
hdl_glgc_2013.txt.sumstats.gz  well_being_ssgac_2016.txt.sumstats.gz -0.0025  0.0331 -0.0763  0.9392  0.0355      0.003  1.0047     0.0076    0.0107       0.0056
hdl_glgc_2013.txt.sumstats.gz  well_being_ssgac_2016_pruned.txt.sumstats.gz -0.1569  0.2435 -0.6442  0.5194  0.1777     0.0179  7.2741     0.0671    0.1953       0.1055
hdl_glgc_2013.txt.sumstats.gz  whr_giant_2015.txt.sumstats.gz -0.3763  0.0322 -11.7025  1.2375e-31   0.102     0.0066  0.8284     0.0086   -0.1096        0.006
hdl_glgc_2013.txt.sumstats.gz  whradjbmi_giant_2015.txt.sumstats.gz -0.2466  0.0333 -7.4025  1.3369e-13  0.0923     0.0076  0.8539     0.0095   -0.0597       0.0062
height_giant_2014.txt.sumstats.gz  AD_meta2.smy.sumstats.gz -0.0796  0.0489 -1.6277  0.1036   0.007     0.0043  1.0738     0.0491   -0.0165       0.0073
height_giant_2014.txt.sumstats.gz  GWAS_tanning_UKBB.ma.sumstats.gz  0.0255  0.0164  1.5618  0.1183  0.1569     0.0682  0.9778     0.0543   -0.0158       0.0064
height_giant_2014.txt.sumstats.gz  MEGASTROKE.1.AS.TRANS.out.sumstats.gz -0.0328  0.0324 -1.0123  0.3114  0.0124     0.0012  1.0445     0.0072   -0.0246       0.0079
height_giant_2014.txt.sumstats.gz  META_ANALYSIS_10K23_beta_se_correctGC1_pdgene_sharing_280317.ma.sumstats.gz  0.06  0.0338  1.7768  0.0756  0.0572     0.0093   0.978     0.0091    -0.007       0.0079
height_giant_2014.txt.sumstats.gz  alzheimers_igap_2013.txt.sumstats.gz -0.1252  0.0508 -2.4628  0.0138   0.047     0.0187  1.0584     0.0245   -0.0151       0.0076
height_giant_2014.txt.sumstats.gz  amd_csg_2016.txt.sumstats.gz -0.0247  0.0265 -0.9306  0.3521  0.3863     0.1765  0.9175      0.043   -0.0118       0.0087
height_giant_2014.txt.sumstats.gz  asd_robinson_2015.txt.sumstats.gz -0.034  0.0373 -0.9126  0.3615  0.1548     0.0186  0.9664     0.0077     0.017       0.0074
height_giant_2014.txt.sumstats.gz  baso_cam_2016.txt.sumstats.gz -0.0537  0.0276 -1.9443  0.0519  0.0701     0.0098  0.9944     0.0198    0.0232        0.008
height_giant_2014.txt.sumstats.gz  baso_neut_sum_cam_2016.txt.sumstats.gz  0.0023  0.0217  0.1079  0.9141  0.1552     0.0192  0.9514     0.0232   -0.0048       0.0085
height_giant_2014.txt.sumstats.gz  baso_p_cam_2016.txt.sumstats.gz -0.0597  0.029 -2.0542  0.04  0.0538     0.0094  1.0015     0.0207    0.0262       0.0076
height_giant_2014.txt.sumstats.gz  baso_p_gran_cam_2016.txt.sumstats.gz -0.0643  0.0276 -2.334  0.0196  0.0558     0.0086   0.997     0.0184    0.0252       0.0074
height_giant_2014.txt.sumstats.gz  bip_pgc_2014.txt.sumstats.gz -0.018  0.03 -0.5997  0.5487  0.3603     0.0321  1.0265     0.0081    0.0137       0.0072
height_giant_2014.txt.sumstats.gz  bmi_giant_2015.txt.sumstats.gz -0.0631  0.0192 -3.2883  0.001  0.1383     0.0077  0.6449     0.0097   -0.0821       0.0071
height_giant_2014.txt.sumstats.gz  cad_cardiogram_2015.txt.sumstats.gz -0.0972  0.023 -4.2207  2.4353e-05  0.0661     0.0049   0.883     0.0085   -0.0276       0.0068
height_giant_2014.txt.sumstats.gz  cd_iibdgc_2015.txt.sumstats.gz  0.0531  0.0289  1.8378  0.0661  0.3646     0.0465  1.0255     0.0122   -0.0056       0.0079
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_ALLERGIC_RHINITIS_1000g_m01_u05_geno.txt.sumstats.gz -0.0519  0.0387 -1.3412  0.1799  0.0223     0.0041  1.0027     0.0079    0.0058       0.0072
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_ASTHMA_1000g_m01_u05_geno.txt.sumstats.gz -0.0679  0.026 -2.608  0.0091  0.0584      0.006  0.9982       0.01    0.0023        0.008
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_CANCER_1000g_m01_u05_geno.txt.sumstats.gz  0.0976  0.0389  2.5086  0.0121  0.0262     0.0045  0.9943     0.0088    0.0015       0.0068
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_CARD_1000g_m01_u05_geno.txt.sumstats.gz  0.0364  0.0373  0.9759  0.3291  0.0308     0.0035  0.9985     0.0074    0.0059       0.0073
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_DEPRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.0191  0.0352 -0.5436  0.5867  0.0242     0.0034  1.0054     0.0074    -0.001       0.0068
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_DERMATOPHYTOSIS_1000g_m01_u05_geno.txt.sumstats.gz  0.1912  0.0902  2.1202  0.034  0.0171     0.0089  1.0022      0.007   -0.0023       0.0073
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_DIA2_1000g_m01_u05_geno.txt.sumstats.gz -0.0809  0.0291 -2.776  0.0055  0.0494     0.0043   1.047     0.0093     0.013       0.0077
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_DYSLIPID_1000g_m01_u05_geno.txt.sumstats.gz -0.1492  0.0259 -5.7646  8.1857e-09  0.0676     0.0084  1.0295     0.0178    0.0065       0.0079
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_HEMORRHOIDS_1000g_m01_u05_geno.txt.sumstats.gz -0.0076  0.0498 -0.1533  0.8781  0.0101     0.0032  0.9998     0.0065   -0.0073       0.0067
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_HERNIA_ABDOMINOPELVIC_1000g_m01_u05_geno.txt.sumstats.gz -0.1018  0.0515 -1.9766  0.0481   0.018     0.0038  1.0076     0.0069   -0.0004       0.0082
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_HYPER_1000g_m01_u05_geno.txt.sumstats.gz -0.0947  0.0208 -4.5421  5.5704e-06  0.1231     0.0062  1.0148     0.0106   -0.0014        0.008
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_INSOMNIA_1000g_m01_u05_geno.txt.sumstats.gz  0.0489  0.0549  0.8908  0.373  0.0101     0.0028  0.9926     0.0067   -0.0093       0.0074
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_IRON_DEFICIENCY_1000g_m01_u05_geno.txt.sumstats.gz  0.0795  0.0771  1.0311  0.3025  0.0053     0.0027  1.0026     0.0064   -0.0074       0.0068
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_IRRITABLE_BOWEL_1000g_m01_u05_geno.txt.sumstats.gz -0.0714  0.0513 -1.3934  0.1635   0.011     0.0029  0.9987     0.0066   -0.0055       0.0067
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_MACDEGEN_1000g_m01_u05_geno.txt.sumstats.gz -0.0463  0.0507 -0.9122  0.3617   0.013     0.0079  1.0074     0.0119    0.0063       0.0073
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_OSTIOA_1000g_m01_u05_geno.txt.sumstats.gz  0.0068  0.0432  0.1567  0.8755  0.0317     0.0037  1.0222     0.0073    0.0095       0.0087
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_OSTIOP_1000g_m01_u05_geno.txt.sumstats.gz -0.0649  0.0364 -1.7802  0.075  0.0248     0.0036  1.0089     0.0074    0.0001        0.007
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_PEPTIC_ULCERS_1000g_m01_u05_geno.txt.sumstats.gz -0.0536  0.0602 -0.8913  0.3728  0.0075     0.0028  0.9967     0.0067   -0.0029       0.0068
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_PSYCHIATRIC_1000g_m01_u05_geno.txt.sumstats.gz -0.0848  0.0418 -2.0273  0.0426  0.0172     0.0031   1.005     0.0067    0.0002       0.0075
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_PVD_1000g_m01_u05_geno.txt.sumstats.gz  0.0633  0.0643  0.9842  0.325  0.0075     0.0029  1.0136     0.0068   -0.0048       0.0065
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz -0.1313  0.0887 -1.4807  0.1387  0.0054      0.003  0.9985     0.0067   -0.0055       0.0073
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz -0.0722  0.0248 -2.909  0.0036  0.0815     0.0046  1.0294     0.0089    0.0089       0.0076
height_giant_2014.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz  0.2025  0.0504  4.0132  5.9889e-05  0.0157     0.0033  1.0159     0.0081    0.0019       0.0068
height_giant_2014.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz -0.0837  0.0246 -3.4007  0.0007  0.1344     0.0085   1.013     0.0095   -0.0003       0.0081
height_giant_2014.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz -0.059  0.0305 -1.9328  0.0533   0.049      0.004  0.9981     0.0078   -0.0136       0.0078
height_giant_2014.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz  0.1323  0.0167  7.9102  2.5691e-15  0.1104     0.0039  0.9396     0.0105    0.0476       0.0081
height_giant_2014.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz -0.0896  0.802 -0.1117  0.9111  0.4219     0.0576  12.7185      0.325     1.323       0.8133
height_giant_2014.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz -0.0081  0.0238 -0.3425  0.732  0.1733     0.0224  0.9496     0.0281    0.0059       0.0091
height_giant_2014.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz -0.0022  0.0235 -0.0925  0.9263  0.1827     0.0237  0.9435     0.0296    0.0009       0.0093
height_giant_2014.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz  0.0039  0.0231  0.1686  0.8661   0.177      0.022  0.9425     0.0282     0.001       0.0091
height_giant_2014.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz  0.0015  0.0231  0.0628  0.9499  0.1706     0.0207  0.9422     0.0265   -0.0002        0.009
height_giant_2014.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz  0.0048  0.0219  0.2206  0.8254  0.1556     0.0191  0.9538      0.023   -0.0061       0.0086
height_giant_2014.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz  0.0476  0.0229  2.077  0.0378  0.1507      0.016  1.0124     0.0291   -0.0175       0.0093
height_giant_2014.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz -0.0766  0.0232 -3.3013  0.001  0.1275     0.0127  1.0066      0.026    0.0208       0.0092
height_giant_2014.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz -0.0087  0.0211 -0.4143  0.6787  0.2394     0.0361  0.8016     0.0263   -0.0122       0.0079
height_giant_2014.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz  1.0  1.1697e-08  8.5491e+07  0.0  0.3423     0.0176   1.228     0.0298     1.228       0.0298
height_giant_2014.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz -0.0886  0.0215 -4.1175  3.8303e-05  0.1268     0.0119  1.0032     0.0253    0.0173       0.0089
height_giant_2014.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz  0.0219  0.0221  0.9905  0.3219  0.1562     0.0196  1.0282     0.0472    -0.011        0.009
height_giant_2014.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz  0.0308  0.0225  1.3664  0.1718  0.1562      0.019  1.0268      0.047   -0.0136        0.009
height_giant_2014.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz  0.2429  0.0364  6.6709  2.5423e-11  0.2432     0.0272  1.0245     0.0083    0.0452       0.0086
height_giant_2014.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
height_giant_2014.txt.sumstats.gz  input.sumstats.gz  0.055  0.03  1.8305  0.0672  0.0754     0.0185  1.0253     0.0114    0.0279       0.0076
height_giant_2014.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz  0.1074  0.0185  5.8088  6.2920e-09  0.3023     0.0122  1.0447     0.0121    0.0228       0.0098
height_giant_2014.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz  0.0991  0.023  4.3056  1.6650e-05  0.1949     0.0115  1.0137      0.009    0.0158       0.0079
height_giant_2014.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz  0.0267  0.0245  1.0899  0.2758  0.1098     0.0144   1.031      0.043   -0.0138       0.0092
height_giant_2014.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz -0.0782  0.0214 -3.6453  0.0003  0.2127     0.0467  0.8619     0.0498   -0.0349        0.007
height_giant_2014.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz -0.0297  0.0232 -1.2839  0.1992  0.1796     0.0145  0.9638     0.0214    0.0003       0.0092
height_giant_2014.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz -0.0248  0.0228 -1.0865  0.2773  0.1432     0.0114  0.9621      0.016    0.0019        0.009
height_giant_2014.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz -0.0269  0.0245 -1.0967  0.2728  0.2147     0.0254  0.9871     0.0422   -0.0021         0.01
height_giant_2014.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz -0.0451  0.0261 -1.7298  0.0837  0.0869     0.0099  0.9834     0.0186    -0.011        0.008
height_giant_2014.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz -0.02  0.0241 -0.8316  0.4056  0.2277     0.0249  0.9897     0.0385    0.0037       0.0104
height_giant_2014.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz -0.0651  0.042 -1.5507  0.121  0.1579     0.0277  1.0102     0.0069   -0.0185       0.0069
height_giant_2014.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz -0.0449  0.0223 -2.0116  0.0443  0.1812     0.0189  1.0463     0.0353    0.0127       0.0101
height_giant_2014.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz -0.0408  0.0241 -1.6957  0.0899  0.1639     0.0178  1.0297     0.0336    0.0159       0.0101
height_giant_2014.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz  0.0023  0.0204  0.1113  0.9114   0.254     0.0378  1.0043     0.0522    0.0009       0.0098
height_giant_2014.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz  0.0002  0.0219  0.0071  0.9943  0.1593     0.0185  0.9571     0.0228    -0.004       0.0087
height_giant_2014.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz -0.0541  0.0244 -2.221  0.0263  0.0894      0.008  0.9879     0.0134    0.0008       0.0084
height_giant_2014.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz  0.0043  0.0216  0.1982  0.8429  0.1546      0.019  0.9522      0.023   -0.0053       0.0085
